PolicyNumber,EffectiveDate,ExpirationDate,Term,InsuredCustomerNumber,InsuredCompanyName,WrittenPremiumAmount,LineOfBusiness,LineOfBusinessCode,NewOrRenewal,InsuredIndustry,InsuredSector,DistributionChannel,InsuredEIN,InsuredCity,InsuredStateCode,InsuredContactCellPhone,InsuredContactEmail,InsuredNumberOfEmployees,InsuredEmployeeTier,InsuredAnnualRevenue,ProducerProfitCenterID,Territory,ProducerCode,AgentName,GenerationDate
282616,2022-07-05,2023-07-05,12,8457096,Visualize Seamless Interfaces,168400.00,Worker's Comp,WC,Renewal,Personal Services,Services,Agent Email Not-ACORD,94-5198011,Chicago,IL,019-633-7062,amcgee@hubbard.com,421,2,674503887,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
6377587,2022-07-16,2023-07-16,12,3919162,Facilitate Transparent E-Services,48400.00,Commercial Auto,AUTO,New,Technology Retail,Retail,Agent Portal,91-4005334,Little Rock,AR,095-718-4903,fchavez@bowen-pineda.info,484,2,342097976,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
5085641,2022-07-23,2023-07-23,12,7928722,Revolutionize Front-End Architectures,88000.00,Commercial Auto,AUTO,New,Technology Retail,Retail,Direct Portal,95-4896766,Port St. Lucie,FL,514-249-2019,ortegakathleen@gmail.com,880,3,621996320,64599,Southeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
3791513,2022-07-12,2023-07-12,12,1168705,Benchmark Cutting-Edge E-Markets,20160.00,Worker's Comp,WC,New,Department & Discount Retail,Retail,Direct Voice,91-7453408,Indianapolis,IN,670-504-1702,jonescynthia@hotmail.com,84,1,20139756,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
6302434,2022-07-03,2023-07-03,12,3093301,Innovate Back-End Methodologies,69500.00,Commercial Auto,AUTO,New,Insurance Brokerage,Financial,Direct Portal,91-3618605,New Orleans,LA,584-799-2806,cunninghamjulie@yahoo.com,695,3,281795395,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
4343866,2022-07-23,2023-07-23,12,4228320,Utilize Leading-Edge Web-Readiness,202620.00,Commercial Auto,AUTO,New,Pharmacy Services & Retail Drugstore,Retail,Agent Portal,94-2270695,Tucson,AZ,840-633-5767,anthonygarcia@yahoo.com,921,3,2048429256,31793,West,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
3080384,2022-07-05,2023-07-05,12,6969973,Syndicate Interactive Content,54000.00,Worker's Comp,WC,Renewal,Home Improvement,Construction,Direct Voice,91-0058399,Billings,MT,373-188-7823,kristenharper@gmail.com,135,2,53652915,69393,West,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
3330009,2022-07-18,2023-07-18,12,8592284,Integrate Compelling Content,67900.00,Worker's Comp,WC,Renewal,Technology Retail,Retail,Agent Portal,94-0544290,Waterbury,CT,863-891-0070,milestravis@hotmail.com,194,2,137121916,89148,Northeast,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
6043269,2022-07-17,2023-07-17,12,9076508,Architect Transparent Markets,1450.00,Worker's Comp,WC,New,Specialty Retail,Retail,Agent Portal,91-0983989,Baltimore,MD,298-060-5528,collinsmichelle@myers.com,5,1,2876040,34312,Northeast,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
8546330,2022-07-24,2023-07-24,12,7011809,Maximize Value-Added Methodologies,315200.00,Worker's Comp,WC,New,Home Improvement,Construction,Agent Email Not-ACORD,92-2511174,Tulsa,OK,180-627-8026,jamesjones@bishop.com,788,3,313174052,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
5955914,2022-07-23,2023-07-23,12,2035184,Disintermediate Customized Systems,79380.00,Commercial Auto,AUTO,New,Wholesale,Retail,Agent Email Not-ACORD,99-5999488,Dover,DE,873-780-6154,rgonzales@watts.com,81,1,76868838,65294,Northeast,98527,ALKEME,2023-06-01 19:49:38.000+0000
5730858,2022-07-07,2023-07-07,12,4016486,Revolutionize Synergistic Users,13600.00,Worker's Comp,WC,Renewal,Special Transportation Services,Transportation,Direct Voice,90-3659318,Durham,NC,878-141-5581,barkercarol@hotmail.com,40,1,135491200,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
4315597,2022-07-24,2023-07-24,12,4489040,Drive Efficient Platforms,1314900.00,Commercial Auto,AUTO,New,Special Transportation Services,Transportation,Agent Email Not-ACORD,94-9839979,Charleston,WV,616-566-7017,juliestevens@sanchez.com,974,3,3299210720,27719,Southeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
8470746,2022-07-14,2023-07-14,12,8829502,Integrate Transparent Methodologies,162000.00,Commercial Auto,AUTO,Renewal,Security & Armored Car Services,Transportation,Direct Voice,99-9856488,Columbia,MO,022-258-6685,samuel07@gmail.com,90,1,14447430,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
8731111,2022-07-16,2023-07-16,12,1861435,Architect Plug-And-Play E-Commerce,54600.00,Commercial Auto,AUTO,Renewal,Automotive Aftermarket,Retail,Agent Email ACORD,90-9963421,Eugene,OR,562-345-0427,bnorman@howard.com,273,2,212518488,65294,West,98527,ALKEME,2023-06-01 19:49:38.000+0000
2395633,2022-07-10,2023-07-10,12,9878403,Innovate Cross-Platform Systems,1500.00,Worker's Comp,WC,New,Retail Apparel,Retail,Agent Portal,00-0781282,Durham,NC,376-660-1454,danielrobinson@gardner-beck.com,6,1,1195452,83896,Southeast,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
9684407,2022-07-15,2023-07-15,12,8684002,Transform Intuitive Platforms,2400.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Agent Portal,99-2833915,Anchorage,AK,122-092-1070,jordan96@hotmail.com,24,1,28243272,89148,West,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
9016178,2022-07-10,2023-07-10,12,7855847,Empower Wireless Partnerships,708800.00,Commercial Auto,AUTO,Renewal,Real Estate Operations,Services,Direct Voice,90-8592005,Chicago,IL,811-581-3314,timothy84@hotmail.com,886,3,1279591324,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
8817261,2022-07-24,2023-07-24,12,1316697,Morph Visionary Supply-Chains,52200.00,Worker's Comp,WC,New,Real Estate Operations,Services,Agent Email Not-ACORD,98-1343463,Jackson,MS,566-343-5064,davisgary@leonard.com,90,1,129981060,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
9267867,2022-07-02,2023-07-02,12,8352349,Deploy Collaborative Users,47500.00,Commercial Auto,AUTO,Renewal,Retail Apparel,Retail,Agent Email Not-ACORD,90-5975344,Columbus,GA,157-349-0636,bonniejohnson@huff.com,475,2,94639950,16296,Southeast,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
6429968,2022-07-12,2023-07-12,12,7315434,Productize 24/7 Niches,18480.00,Commercial Auto,AUTO,Renewal,Furniture & Fixtures,Retail,Agent Email ACORD,93-5671208,Lakeland,FL,190-972-4649,zhill@long.com,56,1,18936792,16296,Southeast,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
2278652,2022-07-30,2023-07-30,12,6050540,Syndicate Back-End Applications,586800.00,Commercial Auto,AUTO,New,Security & Armored Car Services,Transportation,Agent Portal,90-2218510,Fargo,ND,238-455-2767,smckinney@yahoo.com,326,2,52331802,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
8374523,2022-07-12,2023-07-12,12,2446706,Mesh Bleeding-Edge Paradigms,321320.00,Worker's Comp,WC,New,Automotive Aftermarket,Retail,Agent Email Not-ACORD,94-4402908,Jackson,MS,343-005-7585,walteryoung@pierce.com,554,3,431264624,34312,Central,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
7796669,2022-07-16,2023-07-16,12,9820878,Evolve Innovative Eyeballs,217580.00,Worker's Comp,WC,Renewal,Software & Programming,Services,Agent Email ACORD,93-4091209,Washington,DC,916-009-0372,nburns@smith.com,253,2,108914982,25859,Northeast,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
1880433,2022-07-05,2023-07-05,12,5590257,Synthesize Bricks-And-Clicks Niches,89000.00,Commercial Auto,AUTO,New,Consumer Financial Services,Financial,Agent Email ACORD,92-5359284,Chicago,IL,620-156-0403,clinejoshua@hotmail.com,445,2,431080845,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
8459362,2022-07-01,2023-07-01,12,3398486,Redefine Clicks-And-Mortar Systems,159720.00,Commercial Auto,AUTO,New,Furniture & Fixtures,Retail,Agent Portal,99-1135568,Fargo,ND,001-272-4387,philipmyers@yahoo.com,484,2,163667988,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
2442014,2022-07-05,2023-07-05,12,9892151,Syndicate Robust Partnerships,15840.00,Commercial Auto,AUTO,New,Forestry & Wood Products,Construction,Agent Email Not-ACORD,98-3645684,Little Rock,AR,667-249-8727,mariamiller@sellers-johnson.com,72,1,69129936,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
4940416,2022-07-10,2023-07-10,12,5094069,Deploy Vertical Content,119340.00,Worker's Comp,WC,Renewal,Consumer Financial Services,Financial,Agent Portal,90-6430042,Evansville,IN,161-086-6817,hoffmanjason@hunt.org,459,2,444642939,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
7161311,2022-07-18,2023-07-18,12,3696107,Brand Back-End Content,3100.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Agent Email Not-ACORD,99-8319177,Cheyenne,WY,234-795-1204,kirsten65@yahoo.com,31,1,36480893,16296,West,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
6732496,2022-07-19,2023-07-19,12,6410697,Target User-Centric Relationships,1800.00,Commercial Auto,AUTO,Renewal,Office Supplies,Consumer Non Cyclical,Agent Email Not-ACORD,93-2063679,Chicago,IL,997-117-7564,brenda21@barker.com,18,1,5901822,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
7345943,2022-07-19,2023-07-19,12,6516191,Scale Killer Interfaces,340000.00,Commercial Auto,AUTO,New,Professional Services,Services,Agent Email Not-ACORD,95-6469562,Anchorage,AK,727-229-7992,petersontanner@smith.biz,425,2,189144125,83896,West,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
4554154,2022-07-30,2023-07-30,12,6034302,Streamline Impactful Infrastructures,35960.00,Worker's Comp,WC,New,Forestry & Wood Products,Construction,Agent Email ACORD,93-9989438,Oceanside,CA,005-808-2442,lmiller@carter-sanchez.org,124,2,119057112,83896,West,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
6754588,2022-07-01,2023-07-01,12,6480139,Generate Impactful Vortals,9400.00,Commercial Auto,AUTO,Renewal,Insurance Brokerage,Financial,Direct Voice,91-8410145,Baltimore,MD,263-133-1986,delgadomichael@yahoo.com,94,1,38113334,69393,Northeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
5245211,2022-07-26,2023-07-26,12,8132084,Re-Contextualize User-Centric Technologies,20800.00,Worker's Comp,WC,Renewal,Food Processing,Consumer Non Cyclical,Agent Email ACORD,92-8398098,Memphis,TN,347-898-3502,callahanjoshua@rivera-smith.biz,80,1,68299920,27719,Central,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
8006859,2022-07-04,2023-07-04,12,4056182,Target One-To-One Niches,24400.00,Worker's Comp,WC,New,Personal Services,Services,Agent Portal,91-8436117,Broken Arrow,OK,316-319-5686,browncarly@gmail.com,61,1,97730967,34312,Central,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
2964317,2022-07-17,2023-07-17,12,8945964,Implement Synergistic E-Tailers,31800.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Direct Portal,90-4254368,Wilmington,NC,127-403-3638,awilson@alexander.com,318,2,374223354,64599,Southeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
321432,2022-07-10,2023-07-10,12,3828913,Integrate Seamless Applications,15500.00,Commercial Auto,AUTO,Renewal,Food Processing,Consumer Non Cyclical,Direct Voice,94-0707738,North Charleston,SC,113-401-7898,erivera@hotmail.com,155,2,132331095,69393,Southeast,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
1411181,2022-07-13,2023-07-13,12,3935201,Redefine 24/7 E-Tailers,30300.00,Commercial Auto,AUTO,Renewal,Alcoholic Beverages,Consumer Non Cyclical,Direct Portal,92-7611443,Chicago,IL,996-100-4402,stephensmeghan@hotmail.com,303,2,1163393346,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
2358941,2022-07-16,2023-07-16,12,3098596,Monetize World-Class Experiences,15750.00,Worker's Comp,WC,New,Retail Apparel,Retail,Agent Email Not-ACORD,92-7938361,Nashville,TN,544-782-0408,kenneth81@hotmail.com,63,1,12552246,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
6130344,2022-07-12,2023-07-12,12,4502318,Generate Frictionless Roi,3700.00,Commercial Auto,AUTO,New,Retail Apparel,Retail,Direct Portal,99-6307055,Edison,NJ,045-537-7531,paulakeller@diaz.com,37,1,7371954,64599,Northeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
7870261,2022-07-28,2023-07-28,12,3814078,Iterate Customized Experiences,400800.00,Commercial Auto,AUTO,New,Personal Services,Services,Agent Email ACORD,94-2563263,Oklahoma City,OK,935-383-5716,courtney86@newman.com,501,3,802675647,83896,Central,64985,Shepherd Insurance,2023-06-01 19:49:38.000+0000
7686191,2022-07-19,2023-07-19,12,9044489,Mesh Vertical Users,3250.00,Worker's Comp,WC,Renewal,Office Supplies,Consumer Non Cyclical,Agent Email Not-ACORD,98-0346915,Sioux Falls,SD,490-611-6032,emily78@gmail.com,13,1,4262427,25859,Central,49514,Premier Group Insurance Inc.,2023-06-01 19:49:38.000+0000
1456499,2022-07-20,2023-07-20,12,2478588,Transition Bricks-And-Clicks Convergence,34220.00,Worker's Comp,WC,New,Real Estate Operations,Services,Agent Portal,92-3567359,New Orleans,LA,316-598-2856,rsmith@bryant.net,59,1,85209806,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
956028,2022-07-22,2023-07-22,12,8273356,Harness Enterprise E-Commerce,5300.00,Commercial Auto,AUTO,New,Technology Retail,Retail,Direct Voice,99-8111815,Kansas City,MO,006-686-3708,tracy59@yahoo.com,53,1,37461142,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
621490,2022-07-09,2023-07-09,12,8712859,Extend Cross-Media Solutions,41400.00,Commercial Auto,AUTO,Renewal,Nonalcoholic Beverages,Consumer Non Cyclical,Direct Portal,93-8383173,Mobile,AL,263-797-5355,adam42@gmail.com,414,2,217234080,64599,Central,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
1951841,2022-07-21,2023-07-21,12,9287814,Embrace 24/365 Action-Items,163750.00,Worker's Comp,WC,Renewal,Furniture & Fixtures,Retail,Agent Email Not-ACORD,93-2363349,Indianapolis,IN,616-015-3071,richardsonmichael@gmail.com,655,3,221492835,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
7900097,2022-07-21,2023-07-21,12,4501213,Enable Bricks-And-Clicks E-Services,8600.00,Commercial Auto,AUTO,New,Automotive Aftermarket,Retail,Agent Portal,92-4628352,Jackson,MS,137-050-3216,evansjennifer@weber-thomas.biz,43,1,33473608,89148,Central,74785,Professional Insurance Associates,2023-06-01 19:49:38.000+0000
6222743,2022-07-04,2023-07-04,12,9820878,Evolve Innovative Eyeballs,25300.00,Commercial Auto,AUTO,New,Software & Programming,Services,Agent Email ACORD,93-4091209,Washington,DC,916-009-0372,nburns@smith.com,253,2,108914982,49345,Northeast,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
2691916,2022-07-07,2023-07-07,12,1925684,Evolve World-Class Applications,164800.00,Worker's Comp,WC,Renewal,Home Improvement,Construction,Direct Voice,91-7333283,Louisville,KY,668-893-8284,harmonmark@duke.com,412,2,163740748,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
1080959,2022-07-29,2023-07-29,12,4332942,Unleash Ubiquitous E-Commerce,111760.00,Commercial Auto,AUTO,Renewal,Pharmacy Services & Retail Drugstore,Retail,Direct Portal,99-6284940,Providence,RI,892-427-4870,qvaldez@yahoo.com,508,3,1129861088,64599,Northeast,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
154802,2022-07-17,2023-07-17,12,5417434,Monetize Mission-Critical Roi,40800.00,Worker's Comp,WC,Renewal,Department & Discount Retail,Retail,Agent Email ACORD,00-0175940,Wichita,KS,523-215-1593,anthony37@stout.com,170,2,40759030,34312,Central,10463,Towne Insurance,2023-06-01 19:49:38.000+0000
2610196,2022-07-13,2023-07-13,12,9149660,Reinvent Bricks-And-Clicks Infrastructures,38800.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Agent Email ACORD,90-7677409,Baltimore,MD,735-245-2077,michaelallen@silva.org,388,2,456599564,65294,Northeast,98527,ALKEME,2023-06-01 19:49:38.000+0000
506546,2022-07-16,2023-07-16,12,7845368,Evolve B2B Synergies,7590.00,Commercial Auto,AUTO,Renewal,Furniture & Fixtures,Retail,Agent Email Not-ACORD,90-7689981,Boston,MA,822-911-7111,herringteresa@hotmail.com,23,1,7777611,27719,Northeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
5688210,2022-07-23,2023-07-23,12,8800862,Embrace Bricks-And-Clicks E-Tailers,7600.00,Commercial Auto,AUTO,New,Nonalcoholic Beverages,Consumer Non Cyclical,Direct Voice,92-8144780,Tulsa,OK,819-891-1196,hcook@oliver.com,76,1,39878720,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
1441741,2022-07-01,2023-07-01,12,9873034,Implement Open-Source Relationships,40200.00,Commercial Auto,AUTO,Renewal,Advertising,Services,Agent Email Not-ACORD,94-2999510,Fargo,ND,590-863-3121,danathompson@yahoo.com,402,2,125405106,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
9277798,2022-07-18,2023-07-18,12,3536150,Reinvent Innovative Applications,131660.00,Worker's Comp,WC,Renewal,Automotive Aftermarket,Retail,Agent Email ACORD,92-2259424,Kansas City,MO,799-972-5942,juangibbs@serrano-wilson.com,227,2,176709512,65294,Central,98527,ALKEME,2023-06-01 19:49:38.000+0000
6645331,2022-07-31,2023-07-31,12,2137631,Disintermediate B2B Methodologies,94900.00,Commercial Auto,AUTO,New,Advertising,Services,Agent Email Not-ACORD,99-5066529,Lexington,KY,023-323-8228,jconner@floyd.com,949,3,296043397,31793,Central,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
3571857,2022-07-19,2023-07-19,12,6314373,Scale Back-End Platforms,22360.00,Worker's Comp,WC,New,Consumer Financial Services,Financial,Direct Portal,92-6652854,Cheyenne,WY,549-336-2070,jamieclark@graham.com,86,1,83310006,64599,West,48920,VBBI Online Insurance LLC.,2023-06-01 19:49:38.000+0000
6985009,2022-07-20,2023-07-20,12,6565621,Drive 24/7 Supply-Chains,138000.00,Worker's Comp,WC,New,Personal & Household Products,Consumer Non Cyclical,Agent Email Not-ACORD,90-3811784,Montgomery,AL,602-819-1046,michaelcarr@yahoo.com,345,2,184665045,16296,Central,33375,Lawley LLC,2023-06-01 19:49:38.000+0000
6694587,2022-07-05,2023-07-05,12,2073835,Synergize Cross-Platform Channels,31600.00,Commercial Auto,AUTO,Renewal,Technology Retail,Retail,Agent Email Not-ACORD,98-0253283,Atlanta,GA,290-360-9439,fergusonmary@kerr-garza.org,316,2,223353224,27719,Southeast,64916,Houchens Insurance Group Inc.,2023-06-01 19:49:38.000+0000
5531648,2022-07-11,2023-07-11,12,8874690,Integrate B2C Portals,36000.00,Commercial Auto,AUTO,New,Agricultural Production,Consumer Non Cyclical,Direct Voice,90-1380359,Cedar Rapids,IA,857-100-0893,thompsonrenee@hotmail.com,60,1,73519680,69393,Central,94997,Van Buren Bay Insurance Co.,2023-06-01 19:49:38.000+0000
6188780,2022-07-21,2023-07-21,12,1046353,E-Enable Mission-Critical E-Markets,167000.00,Worker's Comp,WC,Renewal,Investment Services,Financial,Agent Email ACORD,93-7671139,Provo,UT,901-160-1165,vanessa26@hotmail.com,668,3,786104404,49345,West,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
1384554,2022-07-14,2023-07-14,12,2635746,Redefine Synergistic E-Markets,171600.00,Commercial Auto,AUTO,New,Grocery Stores,Retail,Agent Email ACORD,91-8832919,Detroit,MI,554-321-3891,xwilliams@yahoo.com,715,3,509303080,49345,Central,47201,Robertson Ryan & Associates,2023-06-01 19:49:38.000+0000
7893867,2022-07-02,2023-07-02,12,1862165,Utilize Clicks-And-Mortar Initiatives,323400.00,Commercial Auto,AUTO,Renewal,Wholesale,Retail,Agent Email ACORD,91-8765612,Aurora,CO,015-230-8219,matthew32@hotmail.com,330,2,313169340,31793,West,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
5001505,2022-07-01,2023-07-01,12,7020764,Visualize Best-Of-Breed Platforms,13900.00,Commercial Auto,AUTO,Renewal,Investment Services,Financial,Agent Email Not-ACORD,98-2897500,Manchester,NH,201-366-8414,jamesbaker@gmail.com,139,2,163575617,31793,Northeast,43449,Sterling Seacrest Pritchard,2023-06-01 19:49:38.000+0000
