claimno,policyid,firstname,lastname,claimsreporteddate,policyeffectivedate,claimstatus,claimdescription,adjudicationstatus,adjudicationdescription,EOBgenerated,claimamount,paidamount,adjudicationdate,paymentdate,beneficiaryname,beneficiaryrelationship,beneficiarypct,checkno,lastupdated
10001770,10006439,Stephen,Miller,12/05/2021,2021/12/01,I,Inprogress,BN,Beneficiary Not Found,N,167000,,,,Thomas Garrett,Son,100,,14/02/2023 10:26:20
10001771,10006440,Danny,Gonzalez,12/05/2021,2021/12/01,I,Inprogress,FI,Fraud Investigation In Progress,N,106000,,,,Michael Campbell,Spouse,100,,14/02/2023 10:26:20
10001772,10006441,Norma,Valentine,12/05/2021,2021/12/01,A,Adjudicated,,,N,357000,,12/30/2021,,Gregory Brock,Son,100,,14/02/2023 10:26:20
10001773,10006443,Don,Salazar,12/05/2021,2021/12/01,P,Paid,,,Y,450000,450000,,01/01/2022,Stephen Obrien,Spouse,100,1001001,14/02/2023 10:26:20
10001774,10006445,Lauren,Orr,12/05/2021,2021/12/01,P,Paid,,,N,436000,436000,,12/21/2021,Anita Chandler,Daughter,100,1001001,14/02/2023 10:26:20
10001775,10006451,Kylie,Preston,12/05/2021,2021/12/04,P,Paid,,,Y,87000,87000,,01/03/2022,Tammy Figueroa,Daughter,100,1001001,14/02/2023 10:26:20
10001776,10006459,Katherine,Green,12/05/2021,2021/12/05,R,Received,,,N,494000,,,,Carla Miller,Daughter,100,,14/02/2023 10:26:20
10001777,10006463,Susan,Holt,12/05/2021,2021/12/05,P,Paid,,,N,491000,491000,,12/17/2021,Diane Pearson,Son,100,1001001,14/02/2023 10:26:20
10001778,10005901,Monica,Martinez,12/05/2021,2021/09/30,R,Received,,,N,83000,,,,Tanya Mendoza,Son,100,,14/02/2023 10:26:20
10001779,10005915,David,Smith,12/05/2021,2021/10/02,I,Inprogress,FI,Fraud Investigation In Progress,N,318000,,,,Michelle Aguirre,Daughter,100,,14/02/2023 10:26:20
10001780,10005916,Jessica,Welch,12/05/2021,2021/10/02,R,Received,,,Y,289000,,,,Kiara Walker,Spouse,100,,14/02/2023 10:26:20
10001781,10005933,Valerie,Murray,12/05/2021,2021/10/04,I,Inprogress,FI,Fraud Investigation In Progress,Y,156000,,,,David Woods MD,Daughter,100,,14/02/2023 10:26:20
10001782,10005969,Marissa,Hicks,12/05/2021,2021/10/08,I,Inprogress,DP,Document in Process,N,139000,,,,Anne Garcia,Daughter,100,,14/02/2023 10:26:20
10001783,10005993,Rachel,Walker,12/05/2021,2021/10/10,R,Received,,,N,173000,,,,Stephanie Whitaker,Son,100,,14/02/2023 10:26:20
10001784,10006001,Ryan,Tucker,12/05/2021,2021/10/11,I,Inprogress,FI,Fraud Investigation In Progress,N,409000,,,,Michael Howell,Son,100,,14/02/2023 10:26:20
10001785,10006038,Wanda,Cook,12/05/2021,2021/10/15,A,Adjudicated,,,N,358000,,12/17/2021,,Jill Gonzalez,Spouse,100,,14/02/2023 10:26:20
10001786,10006057,Christopher,Gomez,12/05/2021,2021/10/17,I,Inprogress,FI,Fraud Investigation In Progress,N,409000,,,,Karla Turner,Spouse,100,,14/02/2023 10:26:20
10001787,10006061,Ann,Rodriguez,12/05/2021,2021/10/17,R,Received,,,Y,53000,,,,Michael Erickson,Spouse,100,,14/02/2023 10:26:20
10001788,10006083,Jean,Daniels,12/05/2021,2021/10/19,P,Paid,,,Y,289000,289000,,12/12/2021,Linda Johnson,Daughter,100,1001001,14/02/2023 10:26:20
10001789,10006085,Anthony,Sanchez,12/05/2021,2021/10/20,P,Paid,,,N,76000,76000,,01/01/2022,Rachel Fisher,Daughter,100,1001001,14/02/2023 10:26:20
10001790,10006088,Francis,Simpson,12/05/2021,2021/10/21,I,Inprogress,DP,Document in Process,Y,393000,,,,Mark Warner,Daughter,100,,14/02/2023 10:26:20
10001791,10006105,Michael,Harris,12/05/2021,2021/10/23,P,Paid,,,N,236000,236000,,12/27/2021,Barbara Young,Daughter,100,1001001,14/02/2023 10:26:20
10001792,10006110,Robin,Smith,12/05/2021,2021/10/23,I,Inprogress,BN,Beneficiary Not Found,Y,149000,,,,Brandon Golden,Spouse,100,,14/02/2023 10:26:20
10001793,10006119,Bobby,Rivera,12/05/2021,2021/10/25,R,Received,,,N,358000,,,,Ashley Levine,Daughter,100,,14/02/2023 10:26:20
10001794,10006134,Elizabeth,Gates,12/05/2021,2021/10/27,P,Paid,,,N,379000,379000,,12/22/2021,Gregg King,Spouse,100,1001001,14/02/2023 10:26:20
10001795,10005634,Travis,Beck,12/05/2021,2021/08/30,P,Paid,,,N,402000,402000,,12/16/2021,Chase Sullivan,Spouse,100,1001001,14/02/2023 10:26:20
10001796,10005665,Ashley,Farmer,12/05/2021,2021/09/03,I,Inprogress,FI,Fraud Investigation In Progress,N,268000,,,,Adrian Lewis,Son,100,,14/02/2023 10:26:20
10001797,10005780,Gary,Anderson,12/05/2021,2021/09/20,A,Adjudicated,,,N,259000,,12/27/2021,,Cody Turner,Spouse,100,,14/02/2023 10:26:20
10001798,10005812,Mary,Rogers,12/05/2021,2021/09/25,R,Received,,,Y,324000,,,,Karen Russell,Spouse,100,,14/02/2023 10:26:20
10001799,10005839,Antonio,Morgan,12/05/2021,2021/09/29,R,Received,,,Y,413000,,,,Michael King,Spouse,100,,14/02/2023 10:26:20
10001800,10005848,James,Fletcher,12/05/2021,2021/09/30,P,Paid,,,Y,256000,256000,,12/31/2021,Heather Walker,Spouse,100,1001001,14/02/2023 10:26:20
10001801,10005385,Katherine,Gordon,12/05/2021,2021/08/06,P,Paid,,,N,113000,113000,,12/24/2021,Savannah Romero,Daughter,100,1001001,14/02/2023 10:26:20
10001802,10004883,Andrew,Williams,12/05/2021,2021/06/14,A,Adjudicated,,,N,378000,,01/04/2022,,Sergio Parker,Spouse,100,,14/02/2023 10:26:20
10001803,10002461,Judith,Johnson,12/05/2021,2020/09/17,P,Paid,,,Y,472000,472000,,01/06/2022,Shawn Evans,Spouse,100,1001001,14/02/2023 10:26:20
10001804,10006468,Michael,Goodman,01/02/2022,2021/11/29,R,Received,,,Y,97000,,,,Shawn Hall,Son,100,,14/02/2023 10:26:20
10001805,10006469,Lynn,Vega,01/02/2022,2021/11/29,A,Adjudicated,,,Y,229000,,01/25/2022,,Melissa Weaver,Daughter,100,,14/02/2023 10:26:20
10001806,10006470,David,Santiago,01/02/2022,2021/11/29,A,Adjudicated,,,N,74000,,01/27/2022,,William Gonzalez,Son,100,,14/02/2023 10:26:20
10001807,10006487,Leah,Simmons,01/02/2022,2021/12/02,R,Received,,,N,382000,,,,Emily Green,Son,100,,14/02/2023 10:26:20
10001808,10006491,Cole,Williams,01/02/2022,2021/12/02,I,Inprogress,PL,Policy Lapsed,Y,498000,,,,William Diaz,Spouse,100,,14/02/2023 10:26:20
10001809,10006494,Jennifer,Ramos,01/02/2022,2021/12/02,P,Paid,,,N,280000,280000,,01/31/2022,Elizabeth Chen,Spouse,100,1001001,14/02/2023 10:26:20
10001810,10006497,Erin,Fleming,01/02/2022,2021/12/02,R,Received,,,N,373000,,,,Micheal Cruz,Daughter,100,,14/02/2023 10:26:20
10001811,10006502,Amy,Larsen,01/02/2022,2021/12/03,P,Paid,,,N,175000,175000,,01/30/2022,Adam Price,Daughter,100,1001001,14/02/2023 10:26:20
10001812,10006503,David,Cooper,01/02/2022,2021/12/03,A,Adjudicated,,,N,344000,,01/17/2022,,Daniel Johnson,Daughter,100,,14/02/2023 10:26:20
10001813,10006505,Brandon,Lee,01/02/2022,2021/12/03,A,Adjudicated,,,Y,470000,,01/27/2022,,Breanna Johnson,Son,100,,14/02/2023 10:26:20
10001814,10006518,Michelle,Sampson,01/02/2022,2021/12/05,R,Received,,,N,398000,,,,Linda Carr,Son,100,,14/02/2023 10:26:20
10001815,10006521,Eric,Marshall,01/02/2022,2021/12/05,I,Inprogress,PL,Policy Lapsed,N,241000,,,,Jocelyn Aguilar,Daughter,100,,14/02/2023 10:26:20
10001816,10006523,Jessica,Tapia,01/02/2022,2021/12/05,P,Paid,,,N,191000,191000,,01/16/2022,Justin Hickman,Daughter,100,1001001,14/02/2023 10:26:20
10001817,10006526,Taylor,Soto,01/02/2022,2021/12/06,A,Adjudicated,,,Y,415000,,02/01/2022,,Kendra Bennett,Daughter,100,,14/02/2023 10:26:20
10001818,10006534,Diane,Osborne,01/02/2022,2021/12/07,R,Received,,,Y,139000,,,,Megan Morris,Daughter,100,,14/02/2023 10:26:20
10001819,10006540,Rachel,Harrison,01/02/2022,2021/12/08,P,Paid,,,N,153000,153000,,02/01/2022,Ricardo Welch,Spouse,100,1001001,14/02/2023 10:26:20
10001820,10006547,Donna,Turner,01/02/2022,2021/12/09,A,Adjudicated,,,Y,404000,,01/23/2022,,Alicia Hanson,Spouse,100,,14/02/2023 10:26:20
10001821,10006551,James,Chang,01/02/2022,2021/12/10,R,Received,,,Y,187000,,,,Richard Davis,Daughter,100,,14/02/2023 10:26:20
10001822,10006553,Shannon,Allen,01/02/2022,2021/12/10,I,Inprogress,DP,Document in Process,Y,160000,,,,David Miller,Daughter,100,,14/02/2023 10:26:20
10001823,10006561,Shawn,Escobar,01/02/2022,2021/12/10,R,Received,,,N,383000,,,,John Robinson,Daughter,100,,14/02/2023 10:26:20
10001824,10006562,Jennifer,Austin,01/02/2022,2021/12/10,A,Adjudicated,,,Y,134000,,01/12/2022,,Brandy Rogers,Daughter,100,,14/02/2023 10:26:20
10001825,10006563,Eric,Nichols,01/02/2022,2021/12/10,R,Received,,,Y,243000,,,,Shelly Moore,Son,100,,14/02/2023 10:26:20
10001826,10006568,Robert,Howell,01/02/2022,2021/12/11,A,Adjudicated,,,Y,191000,,01/30/2022,,Melinda Perry DDS,Daughter,100,,14/02/2023 10:26:20
10001827,10006572,Tony,Rowe,01/02/2022,2021/12/11,P,Paid,,,N,390000,390000,,02/04/2022,Linda Houston,Son,100,1001001,14/02/2023 10:26:20
10001828,10006574,Monica,Martinez,01/02/2022,2021/12/11,P,Paid,,,Y,269000,269000,,01/28/2022,Debbie Martin,Spouse,100,1001001,14/02/2023 10:26:20
10001829,10006575,Christopher,Rivera,01/02/2022,2021/12/12,I,Inprogress,FI,Fraud Investigation In Progress,Y,83000,,,,Steven Allison,Spouse,100,,14/02/2023 10:26:20
10001830,10006586,Randy,Wagner,01/02/2022,2021/12/13,P,Paid,,,N,342000,342000,,01/18/2022,Christopher Spence,Spouse,100,1001001,14/02/2023 10:26:20
10001831,10006589,Natalie,Kirk,01/02/2022,2021/12/15,P,Paid,,,Y,169000,169000,,01/16/2022,Andrea Hamilton,Daughter,100,1001001,14/02/2023 10:26:20
10001832,10006590,Hector,Cohen,01/02/2022,2021/12/15,R,Received,,,Y,82000,,,,Benjamin Gibson,Daughter,100,,14/02/2023 10:26:20
10001833,10006598,Jennifer,Miller,01/02/2022,2021/12/16,R,Received,,,N,159000,,,,Angela Compton,Spouse,100,,14/02/2023 10:26:20
10001834,10006612,Michelle,Duarte,01/02/2022,2021/12/19,R,Received,,,N,130000,,,,David Gilmore,Son,100,,14/02/2023 10:26:20
10001835,10006618,Jerry,Marshall,01/02/2022,2021/12/19,I,Inprogress,BN,Beneficiary Not Found,Y,433000,,,,Nathan Lewis,Son,100,,14/02/2023 10:26:20
10001836,10006629,Jacqueline,Rose,01/02/2022,2021/12/22,P,Paid,,,N,383000,383000,,01/20/2022,Catherine Hodges,Spouse,100,1001001,14/02/2023 10:26:20
10001837,10006630,Samantha,Lynch,01/02/2022,2021/12/22,R,Received,,,Y,291000,,,,Sarah Roberts,Spouse,100,,14/02/2023 10:26:20
10001838,10006637,Deborah,Anderson,01/02/2022,2021/12/24,A,Adjudicated,,,N,208000,,01/13/2022,,Ryan Madden,Son,100,,14/02/2023 10:26:20
10001839,10006640,Kelly,Brewer,01/02/2022,2021/12/25,A,Adjudicated,,,Y,349000,,01/28/2022,,Jerry Phillips,Spouse,100,,14/02/2023 10:26:20
10001840,10006644,Deborah,Williamson,01/02/2022,2021/12/26,I,Inprogress,FI,Fraud Investigation In Progress,N,324000,,,,Jared Copeland,Daughter,100,,14/02/2023 10:26:20
10001841,10006648,Mark,Scott,01/02/2022,2021/12/26,I,Inprogress,RA,Requirement Awaited,Y,110000,,,,John Mata,Daughter,100,,14/02/2023 10:26:20
10001842,10006649,Amber,Lee,01/02/2022,2021/12/26,P,Paid,,,N,58000,58000,,01/27/2022,Edward Allen,Daughter,100,1001001,14/02/2023 10:26:20
10001843,10006650,Rachael,Leonard,01/02/2022,2021/12/26,R,Received,,,N,197000,,,,Olivia Lewis,Daughter,100,,14/02/2023 10:26:20
10001844,10006651,Victoria,Baker,01/02/2022,2021/12/26,A,Adjudicated,,,N,404000,,01/15/2022,,Bryan Hart,Spouse,100,,14/02/2023 10:26:20
10001845,10006654,John,Ford,01/02/2022,2021/12/26,I,Inprogress,RA,Requirement Awaited,N,285000,,,,David Estrada,Son,100,,14/02/2023 10:26:20
10001846,10006658,Erica,Jones,01/02/2022,2021/12/27,P,Paid,,,N,411000,411000,,01/14/2022,Sharon Hogan,Daughter,100,1001001,14/02/2023 10:26:20
10001847,10006667,Anthony,Franklin,01/02/2022,2021/12/28,R,Received,,,Y,162000,,,,David Garrett,Son,100,,14/02/2023 10:26:20
10001848,10006669,Raymond,Gardner,01/02/2022,2021/12/28,R,Received,,,Y,242000,,,,Martin Hines,Spouse,100,,14/02/2023 10:26:20
10001849,10006675,Samuel,Williams,01/02/2022,2021/12/29,A,Adjudicated,,,N,183000,,01/27/2022,,Adam Webb,Spouse,100,,14/02/2023 10:26:20
10001850,10006678,Amy,Williams,01/02/2022,2021/12/30,R,Received,,,Y,355000,,,,Susan Smith,Daughter,100,,14/02/2023 10:26:20
10001851,10006680,Carlos,Riley,01/02/2022,2022/01/01,P,Paid,,,Y,381000,381000,,01/12/2022,Kelly Lopez,Spouse,100,1001001,14/02/2023 10:26:20
10001852,10006686,John,Collins,01/02/2022,2022/01/01,I,Inprogress,RA,Requirement Awaited,Y,332000,,,,Steven Hoffman,Daughter,100,,14/02/2023 10:26:20
10001853,10006189,Kristina,Gomez,01/02/2022,2021/11/02,P,Paid,,,N,395000,395000,,01/25/2022,Eric Norman,Daughter,100,1001001,14/02/2023 10:26:20
10001854,10006223,Betty,Turner,01/02/2022,2021/11/05,P,Paid,,,N,381000,381000,,02/02/2022,Matthew Coleman,Daughter,100,1001001,14/02/2023 10:26:20
10001855,10006233,Lisa,Howard,01/02/2022,2021/11/06,R,Received,,,N,190000,,,,Suzanne Smith,Spouse,100,,14/02/2023 10:26:20
10001856,10006279,Jessica,Smith,01/02/2022,2021/11/12,I,Inprogress,PL,Policy Lapsed,Y,159000,,,,Francisco Campos,Daughter,100,,14/02/2023 10:26:20
10001857,10006290,Kristen,Hobbs,01/02/2022,2021/11/13,P,Paid,,,Y,104000,104000,,02/02/2022,Ashley Gonzalez,Spouse,100,1001001,14/02/2023 10:26:20
10001858,10006298,John,Kim,01/02/2022,2021/11/14,A,Adjudicated,,,N,337000,,01/29/2022,,Sheri Torres,Spouse,100,,14/02/2023 10:26:20
10001859,10006310,Alyssa,Osborn,01/02/2022,2021/11/15,R,Received,,,Y,489000,,,,Adrienne Bell,Son,100,,14/02/2023 10:26:20
10001860,10006347,Richard,Calhoun,01/02/2022,2021/11/20,P,Paid,,,N,114000,114000,,01/30/2022,Rebecca Smith,Son,100,1001001,14/02/2023 10:26:20
10001861,10006351,Susan,Benson,01/02/2022,2021/11/20,P,Paid,,,Y,356000,356000,,01/31/2022,Jason English DDS,Daughter,100,1001001,14/02/2023 10:26:20
10001862,10006365,Paul,Irwin,01/02/2022,2021/11/22,I,Inprogress,BN,Beneficiary Not Found,Y,454000,,,,Harry Berry,Spouse,100,,14/02/2023 10:26:20
10001863,10006382,Rebecca,Lopez,01/02/2022,2021/11/24,P,Paid,,,Y,224000,224000,,02/04/2022,Emily Price,Daughter,100,1001001,14/02/2023 10:26:20
10001864,10006437,Robin,Blake,01/02/2022,2021/12/01,I,Inprogress,FI,Fraud Investigation In Progress,Y,274000,,,,Elizabeth Johnson,Son,100,,14/02/2023 10:26:20
10001865,10006438,Rebecca,Cox,01/02/2022,2021/12/01,P,Paid,,,N,214000,214000,,01/24/2022,Colin Anthony,Spouse,100,1001001,14/02/2023 10:26:20
10001866,10005874,Derek,Thompson,01/02/2022,2021/09/27,A,Adjudicated,,,Y,175000,,01/26/2022,,Matthew Rasmussen,Son,100,,14/02/2023 10:26:20
10001867,10005889,Caleb,Smith,01/02/2022,2021/09/28,R,Received,,,N,79000,,,,Jason Flowers,Son,100,,14/02/2023 10:26:20
10001868,10006011,Cynthia,Moore,01/02/2022,2021/10/12,A,Adjudicated,,,Y,139000,,01/26/2022,,Stephen Pineda,Spouse,100,,14/02/2023 10:26:20
10001869,10006014,Mary,Roberts,01/02/2022,2021/10/12,P,Paid,,,N,346000,346000,,01/30/2022,Jessica Armstrong,Daughter,100,1001001,14/02/2023 10:26:20
10001870,10006030,Todd,Oliver,01/02/2022,2021/10/14,P,Paid,,,N,456000,456000,,01/12/2022,Mrs. Jennifer Ho,Spouse,100,1001001,14/02/2023 10:26:20
10001871,10006045,Jeffery,Waller,01/02/2022,2021/10/15,P,Paid,,,Y,417000,417000,,01/10/2022,Timothy Wood,Son,100,1001001,14/02/2023 10:26:20
10001872,10006056,Anna,Wilson,01/02/2022,2021/10/17,R,Received,,,N,483000,,,,Desiree Rodriguez,Son,100,,14/02/2023 10:26:20
10001873,10006094,Morgan,Hall,01/02/2022,2021/10/21,A,Adjudicated,,,N,284000,,02/01/2022,,Jackie Leblanc,Son,100,,14/02/2023 10:26:20
10001874,10006107,Linda,Payne,01/02/2022,2021/10/23,R,Received,,,Y,257000,,,,Lori Brown,Spouse,100,,14/02/2023 10:26:20
10001875,10006162,Jeffrey,Ramirez,01/02/2022,2021/10/30,P,Paid,,,N,116000,116000,,01/18/2022,Brandi Barber,Spouse,100,1001001,14/02/2023 10:26:20
10001876,10006172,Karla,Dixon,01/02/2022,2021/10/31,A,Adjudicated,,,N,469000,,01/21/2022,,John Davis,Daughter,100,,14/02/2023 10:26:20
10001877,10005746,Donna,Byrd,01/02/2022,2021/09/15,R,Received,,,Y,477000,,,,Sharon Woods,Daughter,100,,14/02/2023 10:26:20
10001878,10006696,Robert,Stanton,02/06/2022,2021/12/27,P,Paid,,,Y,380000,380000,,03/10/2022,Kimberly Ross,Spouse,100,1001001,14/02/2023 10:26:20
10001879,10006698,Jennifer,Cox,02/06/2022,2021/12/27,I,Inprogress,DP,Document in Process,N,200000,,,,Michelle Hampton,Spouse,100,,14/02/2023 10:26:20
10001880,10006699,Kevin,Smith,02/06/2022,2021/12/27,I,Inprogress,PL,Policy Lapsed,N,151000,,,,Jonathan Duran,Son,100,,14/02/2023 10:26:20
10001881,10006704,Christopher,Smith,02/06/2022,2021/12/28,A,Adjudicated,,,Y,306000,,03/03/2022,,Trevor Gay,Son,100,,14/02/2023 10:26:20
10001882,10006720,Deborah,Jones,02/06/2022,2021/12/30,P,Paid,,,Y,417000,417000,,03/09/2022,Justin Fry,Spouse,100,1001001,14/02/2023 10:26:20
10001883,10006722,Heidi,Underwood,02/06/2022,2021/12/30,I,Inprogress,FI,Fraud Investigation In Progress,Y,450000,,,,Randy Wheeler,Son,100,,14/02/2023 10:26:20
10001884,10006730,Theresa,Shaw,02/06/2022,2021/12/31,I,Inprogress,RA,Requirement Awaited,Y,208000,,,,Evelyn Miles,Daughter,100,,14/02/2023 10:26:20
10001885,10006744,Alexandra,Thomas,02/06/2022,2022/01/03,I,Inprogress,BN,Beneficiary Not Found,Y,143000,,,,Dr. Tracy Harris,Spouse,100,,14/02/2023 10:26:20
10001886,10006746,James,Graham,02/06/2022,2022/01/04,P,Paid,,,Y,478000,478000,,02/20/2022,Amy Brady,Son,100,1001001,14/02/2023 10:26:20
10001887,10006753,Christopher,Meyer,02/06/2022,2022/01/04,I,Inprogress,DP,Document in Process,N,463000,,,,Mary Hammond,Son,100,,14/02/2023 10:26:20
10001888,10006754,Megan,Howell,02/06/2022,2022/01/04,A,Adjudicated,,,N,421000,,02/22/2022,,Jackie Price,Spouse,100,,14/02/2023 10:26:20
10001889,10006756,Allison,Moore,02/06/2022,2022/01/04,P,Paid,,,Y,78000,78000,,03/03/2022,Joshua Ramsey,Spouse,100,1001001,14/02/2023 10:26:20
10001890,10006759,Dawn,Mendez,02/06/2022,2022/01/05,P,Paid,,,N,393000,393000,,02/13/2022,Carol Baker,Daughter,100,1001001,14/02/2023 10:26:20
10001891,10006764,Mary,Sanders,02/06/2022,2022/01/05,A,Adjudicated,,,Y,142000,,02/20/2022,,Eric Gallagher,Daughter,100,,14/02/2023 10:26:20
10001892,10006780,Jonathan,Cruz,02/06/2022,2022/01/07,P,Paid,,,Y,488000,488000,,02/16/2022,Carrie Briggs,Son,100,1001001,14/02/2023 10:26:20
10001893,10006782,Andrew,Gonzalez,02/06/2022,2022/01/07,I,Inprogress,BN,Beneficiary Not Found,N,56000,,,,Cynthia Vasquez,Spouse,100,,14/02/2023 10:26:20
10001894,10006785,Terry,Charles,02/06/2022,2022/01/08,R,Received,,,N,399000,,,,Maria Riggs,Daughter,100,,14/02/2023 10:26:20
10001895,10006788,Kimberly,Russell,02/06/2022,2022/01/08,R,Received,,,Y,277000,,,,Brittney Robinson,Daughter,100,,14/02/2023 10:26:20
10001896,10006793,Anne,Williams,02/06/2022,2022/01/08,R,Received,,,N,86000,,,,Shelby Hill,Daughter,100,,14/02/2023 10:26:20
10001897,10006795,Vincent,Ross,02/06/2022,2022/01/09,R,Received,,,Y,382000,,,,Joel Hardin,Spouse,100,,14/02/2023 10:26:20
10001898,10006796,Shari,Ward,02/06/2022,2022/01/09,P,Paid,,,N,494000,494000,,03/12/2022,Timothy Ward,Spouse,100,1001001,14/02/2023 10:26:20
10001899,10006798,Matthew,Long,02/06/2022,2022/01/09,P,Paid,,,Y,347000,347000,,03/08/2022,Jessica Avery,Son,100,1001001,14/02/2023 10:26:20
10001900,10006806,Sydney,Wolf,02/06/2022,2022/01/10,A,Adjudicated,,,Y,482000,,03/08/2022,,Stephanie Mayer,Son,100,,14/02/2023 10:26:20
10001901,10006822,Jeanne,Henry,02/06/2022,2022/01/15,I,Inprogress,BN,Beneficiary Not Found,N,61000,,,,Mr. Patrick Guzman,Spouse,100,,14/02/2023 10:26:20
10001902,10006823,Maria,Barnes,02/06/2022,2022/01/15,I,Inprogress,DP,Document in Process,N,272000,,,,Ashley Cruz,Spouse,100,,14/02/2023 10:26:20
10001903,10006825,Kristina,Butler,02/06/2022,2022/01/15,I,Inprogress,PL,Policy Lapsed,Y,300000,,,,Jennifer Graves,Spouse,100,,14/02/2023 10:26:20
10001904,10006829,Chad,Howard,02/06/2022,2022/01/16,I,Inprogress,PL,Policy Lapsed,Y,263000,,,,Kayla Middleton,Son,100,,14/02/2023 10:26:20
10001905,10006830,Steven,Bush,02/06/2022,2022/01/16,P,Paid,,,N,476000,476000,,02/16/2022,Jennifer Russell,Daughter,100,1001001,14/02/2023 10:26:20
10001906,10006839,Melissa,Mccall,02/06/2022,2022/01/17,P,Paid,,,N,371000,371000,,02/18/2022,Patricia Jones,Son,100,1001001,14/02/2023 10:26:20
10001907,10006846,Amber,Benjamin,02/06/2022,2022/01/18,P,Paid,,,N,140000,140000,,02/19/2022,Tracy Harris,Daughter,100,1001001,14/02/2023 10:26:20
10001908,10006848,Deborah,Rice,02/06/2022,2022/01/18,I,Inprogress,BN,Beneficiary Not Found,N,229000,,,,Mark Flores,Daughter,100,,14/02/2023 10:26:20
10001909,10006854,Matthew,Carr,02/06/2022,2022/01/18,R,Received,,,Y,211000,,,,Austin Lam,Son,100,,14/02/2023 10:26:20
10001910,10006855,Elizabeth,Delacruz,02/06/2022,2022/01/18,I,Inprogress,BN,Beneficiary Not Found,Y,289000,,,,Matthew Flores,Son,100,,14/02/2023 10:26:20
10001911,10006857,Amanda,White,02/06/2022,2022/01/18,I,Inprogress,BN,Beneficiary Not Found,Y,298000,,,,Shannon Williams,Daughter,100,,14/02/2023 10:26:20
10001912,10006860,Zachary,Mcconnell,02/06/2022,2022/01/19,P,Paid,,,N,182000,182000,,02/24/2022,Madison Smith,Daughter,100,1001001,14/02/2023 10:26:20
10001913,10006870,Andrew,Saunders,02/06/2022,2022/01/20,I,Inprogress,PL,Policy Lapsed,N,203000,,,,Kylie Rivera,Son,100,,14/02/2023 10:26:20
10001914,10006873,Steve,Delgado,02/06/2022,2022/01/20,P,Paid,,,N,475000,475000,,03/10/2022,Derek Holmes,Spouse,100,1001001,14/02/2023 10:26:20
10001915,10006879,Robert,Robertson,02/06/2022,2022/01/22,A,Adjudicated,,,Y,490000,,02/12/2022,,Laurie Perez,Daughter,100,,14/02/2023 10:26:20
10001916,10006889,Samantha,Mata,02/06/2022,2022/01/23,I,Inprogress,BN,Beneficiary Not Found,N,139000,,,,Johnathan Taylor,Son,100,,14/02/2023 10:26:20
10001917,10006907,Valerie,Moore,02/06/2022,2022/01/26,A,Adjudicated,,,N,237000,,02/14/2022,,James Lopez,Daughter,100,,14/02/2023 10:26:20
10001918,10006917,Benjamin,Reed,02/06/2022,2022/01/27,P,Paid,,,N,51000,51000,,03/14/2022,Amy Baker,Daughter,100,1001001,14/02/2023 10:26:20
10001919,10006921,Vanessa,Cook,02/06/2022,2022/01/27,P,Paid,,,Y,237000,237000,,03/08/2022,Zachary Cohen,Spouse,100,1001001,14/02/2023 10:26:20
10001920,10006933,Brenda,Anderson,02/06/2022,2022/02/01,A,Adjudicated,,,Y,351000,,02/24/2022,,Lisa Bailey,Daughter,100,,14/02/2023 10:26:20
10001921,10006935,Jeffrey,Frazier,02/06/2022,2022/02/01,P,Paid,,,Y,421000,421000,,02/19/2022,Jason Grant,Son,100,1001001,14/02/2023 10:26:20
10001922,10006945,Ronald,Perry,02/06/2022,2022/02/01,R,Received,,,Y,408000,,,,Yolanda Flores,Son,100,,14/02/2023 10:26:20
10001923,10006946,Brittney,Watkins,02/06/2022,2022/02/02,P,Paid,,,Y,104000,104000,,03/05/2022,Alexis Leblanc,Spouse,100,1001001,14/02/2023 10:26:20
10001924,10006953,Dustin,Rios,02/06/2022,2022/02/02,P,Paid,,,N,442000,442000,,03/05/2022,Molly Luna,Spouse,100,1001001,14/02/2023 10:26:20
10001925,10006955,Joann,Williamson,02/06/2022,2022/02/02,R,Received,,,N,334000,,,,Martha Barnes,Spouse,100,,14/02/2023 10:26:20
10001926,10006958,Sarah,Davis,02/06/2022,2022/02/03,R,Received,,,N,163000,,,,Donald Moore,Spouse,100,,14/02/2023 10:26:20
